Makespan,Ellapsed(ms)
4229,414
4110,392
4175,395
4064,256
4055,119
4112,137
4161,74
4096,106
4049,80
3713,104
4207,134
4030,131
4007,81
4081,114
3972,80
4061,122
4003,102
4234,73
4143,250
3946,91
4057,115
4001,112
3844,214
4125,83
4060,87
3780,159
4139,76
4107,110
4015,122
3971,188
