instance,algorithm,run,makespan,time
MK13,ACSi,12,943,468
MK13,ACSi,13,943,518
MK13,ACSi,14,858,477
MK13,ACSi,15,950,513
MK13,ACSi,16,854,477
MK13,ACSi,17,875,552
MK13,ACSi,18,918,525
MK13,ACSi,19,895,512
MK13,ACSi,20,897,553
MK13,ACSi,21,970,475
MK13,ACSi,22,932,512
MK13,ACSi,23,901,516
MK13,ACSi,24,983,549
MK13,ACSi,25,934,553
MK13,ACSi,26,843,550
MK13,ACSi,27,876,476
MK13,ACSi,28,899,509
MK13,ACSi,29,883,597
MK13,ACSi,30,911,513
MK13,ACSp,1,949,386
MK13,ACSp,2,902,368
MK13,ACSp,3,883,356
MK13,ACSp,4,972,323
MK13,ACSp,5,877,255
MK13,ACSp,6,922,159
MK13,ACSp,7,874,155
MK13,ACSp,8,937,161
MK13,ACSp,9,873,155
MK13,ACSp,10,881,161
MK13,ACSp,11,931,161
MK13,ACSp,12,955,178
MK13,ACSp,13,954,151
MK13,ACSp,14,931,188
MK13,ACSp,15,902,149
MK13,ACSp,16,921,151
MK13,ACSp,17,973,158
MK13,ACSp,18,973,157
MK13,ACSp,19,926,147
MK13,ACSp,20,864,152
MK13,ACSp,21,929,166
MK13,ACSp,22,964,146
MK13,ACSp,23,934,155
MK13,ACSp,24,950,146
MK13,ACSp,25,940,156
MK13,ACSp,26,924,150
MK13,ACSp,27,934,167
MK13,ACSp,28,879,156
MK13,ACSp,29,966,144
MK13,ACSp,30,889,158
MK13,ECT,1,811,3
MK13,ECT,2,811,3
MK13,ECT,3,811,3
MK13,ECT,4,811,4
MK13,ECT,5,811,3
MK13,ECT,6,811,3
MK13,ECT,7,811,3
MK13,ECT,8,811,2
MK13,ECT,9,811,2
MK13,ECT,10,811,3
MK13,ECT,11,811,3
MK13,ECT,12,811,3
MK13,ECT,13,811,3
MK13,ECT,14,811,2
MK13,ECT,15,811,2
MK13,ECT,16,811,3
MK13,ECT,17,811,2
MK13,ECT,18,811,2
MK13,ECT,19,811,2
MK13,ECT,20,811,2
MK13,ECT,21,811,2
MK13,ECT,22,811,3
MK13,ECT,23,811,2
MK13,ECT,24,811,3
MK13,ECT,25,811,3
MK13,ECT,26,811,3
MK13,ECT,27,811,2
MK13,ECT,28,811,3
MK13,ECT,29,811,2
MK13,ECT,30,811,2
MK14,ACSi,1,1107,879
MK14,ACSi,2,1125,407
MK14,ACSi,3,1169,460
MK14,ACSi,4,1179,397
MK14,ACSi,5,1224,400
MK14,ACSi,6,1094,520
MK14,ACSi,7,1095,420
MK14,ACSi,8,1204,365
MK14,ACSi,9,1196,453
MK14,ACSi,10,1177,364
MK14,ACSi,11,1141,396
MK14,ACSi,12,1163,364
MK14,ACSi,13,1106,401
MK14,ACSi,14,1137,364
MK14,ACSi,15,1125,393
MK14,ACSi,16,1095,398
MK14,ACSi,17,1106,395
MK14,ACSi,18,1138,395
MK14,ACSi,19,1135,421
MK14,ACSi,20,1167,365
MK14,ACSi,21,1156,368
MK14,ACSi,22,1131,368
MK14,ACSi,23,1186,372
MK14,ACSi,24,1218,651
MK14,ACSi,25,1148,418
MK14,ACSi,26,1132,391
MK14,ACSi,27,1097,370
MK14,ACSi,28,1200,361
MK14,ACSi,29,1155,401
MK14,ACSi,30,1186,368
MK14,ACSp,1,1158,289
MK14,ACSp,2,1187,298
MK14,ACSp,3,1158,281
MK14,ACSp,4,1195,266
MK14,ACSp,5,1165,283
MK14,ACSp,6,1162,246
MK14,ACSp,7,1098,189
MK14,ACSp,8,1178,149
MK14,ACSp,9,1099,144
MK14,ACSp,10,1210,123
MK14,ACSp,11,1192,148
MK14,ACSp,12,1170,117
MK14,ACSp,13,1178,123
MK14,ACSp,14,1145,118
MK14,ACSp,15,1124,123
MK14,ACSp,16,1168,115
MK14,ACSp,17,1196,125
MK14,ACSp,18,1224,115
MK14,ACSp,19,1081,125
MK14,ACSp,20,1079,113
MK14,ACSp,21,1186,136
MK14,ACSp,22,1116,113
MK14,ACSp,23,1167,126
MK14,ACSp,24,1169,113
MK14,ACSp,25,1174,116
MK14,ACSp,26,1183,122
MK14,ACSp,27,1163,116
MK14,ACSp,28,1178,132
MK14,ACSp,29,1211,120
MK14,ACSp,30,1111,113
MK14,ECT,1,1259,3
MK14,ECT,2,1259,3
MK14,ECT,3,1259,4
MK14,ECT,4,1259,2
MK14,ECT,5,1259,2
MK14,ECT,6,1259,2
MK14,ECT,7,1259,3
MK14,ECT,8,1259,3
MK14,ECT,9,1259,2
MK14,ECT,10,1259,2
MK14,ECT,11,1259,2
MK14,ECT,12,1259,2
MK14,ECT,13,1259,3
MK14,ECT,14,1259,2
MK14,ECT,15,1259,2
MK14,ECT,16,1259,2
MK14,ECT,17,1259,2
MK14,ECT,18,1259,3
MK14,ECT,19,1259,2
MK14,ECT,20,1259,2
MK14,ECT,21,1259,2
MK14,ECT,22,1259,2
MK14,ECT,23,1259,2
MK14,ECT,24,1259,2
MK14,ECT,25,1259,2
MK14,ECT,26,1259,2
MK14,ECT,27,1259,3
MK14,ECT,28,1259,2
MK14,ECT,29,1259,2
MK14,ECT,30,1259,2
MK15,ACSi,1,884,1010
MK15,ACSi,2,876,572
MK15,ACSi,3,796,568
MK15,ACSi,4,906,549
MK15,ACSi,5,822,584
MK15,ACSi,6,880,574
MK15,ACSi,7,875,572
MK15,ACSi,8,796,512
MK15,ACSi,9,838,581
MK15,ACSi,10,872,682
MK15,ACSi,11,816,566
MK15,ACSi,12,836,572
MK15,ACSi,13,864,565
MK15,ACSi,14,809,563
MK15,ACSi,15,852,560
MK15,ACSi,16,786,580
MK15,ACSi,17,870,564
MK15,ACSi,18,837,593
MK15,ACSi,19,790,523
MK15,ACSi,20,797,571
MK15,ACSi,21,822,613
MK15,ACSi,22,795,565
MK15,ACSi,23,853,541
MK15,ACSi,24,821,580
MK15,ACSi,25,875,565
MK15,ACSi,26,831,560
MK15,ACSi,27,807,573
MK15,ACSi,28,795,524
MK15,ACSi,29,810,567
MK15,ACSi,30,859,563
MK15,ACSp,1,876,370
MK15,ACSp,2,904,392
MK15,ACSp,3,819,364
MK15,ACSp,4,886,358
MK15,ACSp,5,874,228
MK15,ACSp,6,889,232
MK15,ACSp,7,898,218
MK15,ACSp,8,925,180
MK15,ACSp,9,920,181
MK15,ACSp,10,918,170
MK15,ACSp,11,868,195
MK15,ACSp,12,884,183
MK15,ACSp,13,890,180
MK15,ACSp,14,901,177
MK15,ACSp,15,807,177
