Makespan,Ellapsed(ms)
713,48
748,20
721,35
762,21
671,12
725,26
796,26
779,27
760,27
763,27
762,26
736,27
729,20
697,28
704,32
665,42
674,20
711,26
762,27
768,34
681,28
765,27
762,23
712,31
750,18
784,17
753,22
664,31
722,30
762,30
