Makespan,Ellapsed(ms)
221,43
221,9
221,11
221,7
255,8
236,8
221,7
221,10
221,9
236,9
221,7
221,8
221,8
221,10
221,11
261,7
221,7
221,10
221,6
221,7
221,9
221,9
221,8
221,10
221,8
221,8
221,9
221,9
221,9
221,11
