Makespan,Ellapsed(ms)
2817,3001
2994,2032
2958,993
3041,1647
2850,1771
2948,990
2981,1215
2782,1067
2824,1519
2920,2588
3111,1114
2963,1644
3000,994
3058,913
3100,979
2932,1344
2983,2026
3062,1048
2987,1720
3010,2311
2866,2667
3053,1807
2950,2805
2868,1899
2933,1265
2854,1730
2949,923
2903,2899
3062,1218
3051,1542
