Makespan,Ellapsed(ms)
9129,145
9044,171
8791,352
8840,212
9211,296
8820,49
9365,70
8983,49
9058,54
9574,57
9145,60
9609,69
9423,47
9998,54
9528,56
10178,40
9480,60
8233,72
9100,73
9528,88
8653,121
8905,68
9091,77
8433,66
9643,40
9531,52
8691,50
9327,67
9592,44
8699,71
