Makespan,Ellapsed(ms)
1973,121
2037,85
1814,91
1997,130
1840,125
1944,109
1890,110
1966,130
1713,112
2037,102
2006,104
1962,107
2088,110
2010,102
2087,110
2049,97
2077,70
1871,72
1750,69
1909,77
1867,55
2054,48
1917,48
2002,53
2024,48
1941,45
2021,52
2035,45
1793,43
1866,46
