Makespan,Ellapsed(ms)
222,817
201,813
225,269
214,382
205,603
230,211
210,287
224,268
220,254
223,183
225,184
230,355
221,198
226,501
205,296
219,474
228,219
223,224
224,456
221,213
221,450
215,223
228,395
210,483
218,389
227,429
213,373
227,205
217,383
231,285
