Makespan,Ellapsed(ms)
1627,249
1729,162
1677,220
1749,109
1571,174
1575,303
1547,276
1649,150
1643,129
1607,124
1630,115
1616,94
1669,64
1609,73
1675,92
1619,162
1679,58
1621,57
1591,167
1631,77
1664,64
1622,64
1623,194
1624,192
1625,82
1635,152
1638,211
1641,79
1731,54
1602,54
