Makespan,Ellapsed(ms)
1333,99
1358,86
1322,101
1274,181
1439,171
1431,126
1384,147
1271,107
1492,115
1376,110
1417,52
1440,37
1265,36
1399,38
1429,41
1357,46
1327,41
1365,39
1469,39
1449,43
1516,43
1419,53
1408,38
1420,41
1364,38
1397,46
1311,40
1405,37
1259,37
1401,38
