Makespan,Ellapsed(ms)
1957,598
2130,362
2191,361
2218,634
2225,230
2258,140
2200,153
2143,330
2198,183
2167,413
2207,389
2339,254
2179,172
2223,337
2261,96
2218,251
2243,145
2105,176
2250,107
2322,122
2210,115
2271,185
2219,207
2160,228
2180,169
2244,178
2107,146
2162,542
2308,111
2293,180
