Makespan,Ellapsed(ms)
536,968
564,489
501,469
524,518
529,455
559,519
554,515
552,480
526,452
497,524
502,521
564,521
544,479
534,536
549,516
505,482
542,513
534,698
537,454
566,476
563,574
579,489
541,484
540,522
535,491
518,527
534,453
515,491
580,489
572,544
