Makespan,Ellapsed(ms)
2909,1521
2670,824
2934,1058
2925,435
3018,1174
2844,1134
2870,502
2950,795
2744,1211
2686,801
2963,823
3004,929
2833,865
3029,779
2905,1053
2937,676
2946,506
2929,793
2938,499
3035,437
2956,685
2950,506
3004,765
2907,933
2906,460
2842,751
2884,766
2935,720
2817,1061
2937,1025
