Makespan,Ellapsed(ms)
1744,361
1748,484
1781,380
1648,176
1746,151
1675,309
1631,233
1729,62
1728,67
1717,66
1697,97
1685,107
1758,86
1835,55
1794,133
1641,70
1833,158
1729,96
1604,147
1761,79
1753,192
1635,69
1641,85
1644,102
1784,116
1808,107
1772,56
1760,81
1750,69
1693,154
