Makespan,Ellapsed(ms)
2066,314
2175,116
2005,268
1991,166
1967,268
1934,242
2159,134
2049,105
1901,73
2176,66
1985,63
1945,105
2028,44
1961,56
2043,68
2007,59
2022,50
1820,47
1968,85
1962,49
1876,49
1789,81
2013,71
1991,43
2015,65
2078,90
1923,66
1943,83
1935,53
1849,120
