Makespan,Ellapsed(ms)
125,300
110,667
113,162
109,371
116,226
104,265
114,239
105,283
103,306
110,230
100,331
113,229
100,246
105,272
113,158
108,181
107,313
105,294
101,313
108,182
103,234
114,216
117,183
110,182
105,316
110,161
110,210
108,255
104,279
114,176
