Makespan,Ellapsed(ms)
141,168
145,105
143,233
135,349
141,173
147,90
140,161
137,160
146,146
141,94
143,229
127,67
145,76
132,56
148,59
143,36
140,88
131,69
141,62
141,67
150,41
147,32
148,58
141,105
140,72
137,71
133,89
139,44
143,36
144,48
