Makespan,Ellapsed(ms)
253,15
256,9
290,7
263,10
267,15
267,14
280,4
277,3
282,3
270,4
253,6
275,4
272,4
253,2
270,6
273,7
256,6
253,6
273,3
266,10
270,6
270,4
270,10
256,19
275,4
273,5
280,14
280,5
273,6
286,7
