Makespan,Ellapsed(ms)
2279,115
2581,98
2483,98
2468,107
2290,109
2578,108
2389,102
2456,102
2550,106
2345,105
2188,99
2469,102
2487,123
2690,109
2581,101
2474,98
2446,101
2518,112
2503,81
2328,69
2450,67
2559,63
2550,62
2488,57
2506,47
2266,45
2487,49
2524,50
2431,49
1909,46
