Makespan,Ellapsed(ms)
3053,2172
3091,824
3024,654
3169,1432
3110,873
2985,444
3050,758
2990,845
3205,697
3047,916
2938,516
3034,915
3040,479
3099,956
2950,923
3104,623
3123,490
3115,797
3043,731
3044,667
3046,486
2963,777
3073,477
3140,961
3071,521
3101,1254
3139,707
3074,508
3133,541
3140,613
