Makespan,Ellapsed(ms)
1402,282
1354,56
1505,144
1419,72
1467,83
1520,47
1471,107
1505,50
1447,43
1398,38
1384,46
1449,144
1373,50
1443,59
1500,42
1475,40
1524,38
1482,52
1408,73
1486,64
1435,53
1409,80
1467,56
1513,33
1507,98
1439,48
1583,37
1496,47
1451,63
1381,45
