Makespan,Ellapsed(ms)
1920,121
2089,83
1846,156
1926,160
1945,118
1959,117
1890,108
1879,126
1919,105
2133,137
2021,104
1853,104
1747,104
2008,106
1792,101
1974,89
2024,69
1955,56
2042,79
2057,57
1955,59
1981,50
1971,51
1808,49
1987,50
1984,45
1865,44
1922,45
1863,55
1888,45
