Makespan,Ellapsed(ms)
821,130
773,97
865,90
769,107
812,50
813,83
806,108
891,77
763,114
830,51
852,100
836,53
861,62
779,146
739,65
840,155
848,79
774,244
866,40
818,49
776,100
873,48
861,23
875,26
837,29
887,30
774,24
782,20
796,54
762,18
