instance,algorithm,makespan_mean,makespan_std,makespan_min,makespan_max,time_mean,time_std,gap_percent
MK1,ACSi,58.46666666666667,3.148435115761625,52,65,81.0,50.44149906164771,46.16666666666667
MK1,ACSp,60.86666666666667,3.2772289949067446,56,70,42.7,14.23000714856728,52.16666666666667
MK1,ECT,73.0,0.0,73,73,0.06666666666666667,0.2537081317024625,82.5
MK2,ACSi,52.63333333333333,3.274597457054398,47,60,90.83333333333333,56.54176566369161,110.53333333333333
MK2,ACSp,54.56666666666667,2.990598294809843,49,61,53.13333333333333,11.669983108262258,118.26666666666668
MK2,ECT,69.0,0.0,69,69,0.03333333333333333,0.18257418583505533,176.0
MK3,ACSi,308.8,12.590089150899061,289,338,207.16666666666666,83.85335447953925,51.37254901960785
MK3,ACSp,321.8666666666667,13.410580828618853,295,346,105.7,45.04568562141604,57.777777777777786
MK3,ECT,501.0,0.0,501,501,0.5333333333333333,0.5713464637233658,145.58823529411765
MK4,ACSi,113.93333333333334,5.8305576318951315,101,126,123.06666666666666,88.91682798464291,137.36111111111111
MK4,ACSp,117.76666666666667,6.0439957856927125,104,133,66.16666666666667,21.48469115493608,145.34722222222223
MK4,ECT,109.0,0.0,109,109,0.03333333333333333,0.18257418583505533,127.08333333333333
MK5,ACSi,265.2,8.335218177646313,253,279,107.46666666666667,55.83147878203215,57.857142857142854
MK5,ACSp,270.26666666666665,9.254759570763772,250,286,62.733333333333334,9.504747754941079,60.873015873015866
MK5,ECT,329.0,0.0,329,329,0.03333333333333333,0.18257418583505533,95.83333333333334
MK6,ACSi,144.36666666666667,6.594058628447452,131,157,201.36666666666667,83.51067795996708,290.18018018018023
MK6,ACSp,149.03333333333333,6.672038065990256,135,164,87.63333333333334,40.61720659110333,302.7927927927928
MK6,ECT,158.0,0.0,158,158,0.6,0.563241847975046,327.02702702702703
MK7,ACSi,237.63333333333333,11.859764879140975,197,255,196.96666666666667,94.11419451493703,78.67167919799498
MK7,ACSp,245.46666666666667,8.050415852755611,230,269,96.96666666666667,52.147987915912545,84.56140350877193
MK7,ECT,312.0,0.0,312,312,0.6333333333333333,0.5560534167675355,134.58646616541355
MK8,ACSi,723.2666666666667,20.819310222985767,681,758,236.0,71.97652874135548,38.291905672402805
MK8,ACSp,733.4,22.17889646208445,690,771,108.33333333333333,39.8153785341304,40.22944550669216
MK8,ECT,862.0,0.0,862,862,1.1,0.30512857662936477,64.81835564053537
MK9,ACSi,632.5,26.470217486698207,580,672,289.8,69.33596369899941,106.02605863192183
MK9,ACSp,660.3,24.154888132418563,620,708,125.2,48.18885262424682,115.08143322475568
MK9,ECT,689.0,0.0,689,689,1.2666666666666666,0.44977644510880355,124.4299674267101
MK10,ACSi,543.9,25.507740542553098,501,588,387.8333333333333,80.87925582612954,229.63636363636363
MK10,ACSp,558.4666666666667,17.349815329104313,524,596,142.36666666666667,61.39273422883163,238.46464646464648
MK10,ECT,601.0,0.0,601,601,1.3333333333333333,0.5466722735905339,264.24242424242425
MK11,ACSi,935.4,35.377374417693225,876,999,252.8,85.87537080178943,57.47474747474747
MK11,ACSp,938.9,33.459548402665945,869,999,105.0,45.385703354311005,58.063973063973066
MK11,ECT,947.0,0.0,947,947,1.3,0.466091599699399,59.427609427609426
MK12,ACSi,819.0333333333333,46.16722477773773,716,894,252.76666666666668,77.95342700362312,61.2270341207349
MK12,ACSp,830.6333333333333,33.40708507687154,779,899,112.13333333333334,55.07658200231266,63.51049868766404
MK12,ECT,915.0,0.0,915,915,1.3333333333333333,0.4794633014853841,80.11811023622047
MK13,ACSi,902.6333333333333,37.377370374224476,836,983,535.6666666666666,88.49404162031956,155.70349386213408
MK13,ACSp,923.6333333333333,33.75927288534406,864,973,187.16666666666666,71.62983549704225,161.65250236071768
MK13,ECT,811.0,0.0,811,811,2.6,0.563241847975046,129.74504249291786
MK14,ACSi,1149.7333333333333,38.48235899763667,1094,1224,420.8333333333333,104.10044331726246,65.66762728146014
MK14,ACSp,1160.8333333333333,38.231674296847494,1079,1224,156.56666666666666,63.67573203799633,67.26705091258405
MK14,ECT,1259.0,0.0,1259,1259,2.3,0.534983080621924,81.41210374639769
MK15,ACSi,835.6666666666666,34.2811231189827,786,906,583.7333333333333,85.6673330623931,195.28857479387514
MK15,ACSp,878.9666666666667,34.31445189997069,807,945,208.5,67.14972976041342,210.5889281507656
MK15,ECT,897.0,0.0,897,897,2.966666666666667,0.41384099339733377,216.96113074204945
