Makespan,Ellapsed(ms)
541,172
572,104
549,303
433,266
722,247
624,98
616,57
743,36
607,50
617,56
526,58
674,33
675,55
497,105
585,72
420,85
609,47
605,48
620,40
596,55
722,62
468,78
446,77
609,43
366,69
427,91
697,46
737,36
693,48
619,63
