Makespan,Ellapsed(ms)
4004,494
4140,689
4051,314
4192,109
4075,139
3968,160
4160,112
4012,89
4229,79
4053,120
4235,122
3856,181
4059,105
4075,120
3940,138
4003,163
4228,268
4042,117
4138,115
4004,186
4170,172
4067,240
4020,101
3851,139
4089,107
4127,70
4145,74
4017,148
4111,103
3925,154
