Makespan,Ellapsed(ms)
3864,1315
4000,674
3973,542
4008,699
3903,406
4013,281
3913,391
3995,271
3707,522
3903,389
3981,709
4088,585
3849,455
3854,330
3898,756
3955,396
3760,494
3907,558
3928,538
3942,921
3789,580
3888,328
3884,411
3882,515
3942,351
3904,498
3903,627
3920,629
4044,605
3935,390
