Makespan,Ellapsed(ms)
4325,778
4452,399
4323,323
4357,387
4299,245
4379,321
4342,218
4323,331
4191,511
4243,577
4372,266
4534,202
4274,400
4420,218
4325,216
4335,357
4436,329
4300,388
4334,635
4448,277
4337,402
4447,291
4355,413
4231,470
4471,431
4196,347
4349,267
4388,366
4423,247
4547,312
