Makespan,Ellapsed(ms)
4190,987
4014,519
4104,268
4124,383
4071,390
4120,223
3904,463
3973,208
4085,266
3871,581
4209,208
4015,447
4033,371
3973,417
4076,296
4050,283
3934,417
3725,300
4141,250
4167,310
3836,446
4125,430
4139,415
4176,249
4199,277
4185,268
4112,309
3954,429
4071,282
4028,298
