Makespan,Ellapsed(ms)
9036,5
9036,5
9036,6
9036,5
9036,5
9036,5
9036,5
9036,6
9036,5
9036,5
9036,4
9036,4
9036,5
9036,5
9036,4
9036,5
9036,4
9036,5
9036,4
9036,5
9036,5
9036,5
9036,5
9036,6
9036,4
9036,5
9036,4
9036,7
9036,9
9036,5
