Makespan,Ellapsed(ms)
4743,2272
4798,1834
4374,1265
4814,1176
4810,1170
4635,2536
4821,1744
4857,1954
4861,1443
4696,2116
4743,1738
4833,2768
4888,1343
4625,1462
4564,1525
4673,1083
4738,3758
4663,3097
4930,1248
4803,1266
4782,1933
4862,1251
4601,1654
4921,1444
4637,1349
4762,2536
4721,3528
4776,1432
4722,2135
4625,1361
