Makespan,Ellapsed(ms)
4592566,28569
4584169,38569
4592856,44886
4579520,27710
4587507,49082
4589018,29775
4579520,38454
4587147,36285
4579520,64067
4579520,27747
4588421,36158
4585384,27596
4582372,36202
4587199,34048
4581179,29895
4581918,47014
4590613,49355
4595438,43007
4595119,44872
4581488,31807
4587358,47077
4584555,66557
4588699,42938
4583570,27865
4579520,27835
4591083,36321
4586283,38408
4588724,44982
4585856,27683
4579520,68611
