Makespan,Ellapsed(ms)
1411,30394
1243,27105
1455,19984
1415,16853
1418,33968
1287,15571
1300,29439
1454,17231
1275,23368
1345,21376
1225,16154
1292,31810
1355,28872
1436,25815
1236,29247
1366,20935
1415,27080
1265,18707
1476,26383
1376,28810
1336,18261
1352,26473
1376,17472
1428,21690
1182,32267
1391,28443
1374,30861
1419,21222
1346,23914
1416,24071
