Instance;Approach;Solver;Makespan (min);Makespan (avg);Makespan (max);Makespan (std);CPU TIME(ms) (min);CPU TIME(ms) (avg);CPU TIME(ms) (max);CPU TIME(ms) (std)
BrandimarteMk3;iterative;ASV3;264;285,13;302;7,66;345;489,57;1018;123,37
BrandimarteMk4;iterative;EASV3;99;107,77;118;4,90;142;270,07;707;128,50
BrandimarteMk4;parallel;EASV3;93;106,97;118;6,04;52;132,03;450;99,69
BrandimarteMk4;iterative;greedy;150;150,00;150;0,00;0;0,03;1;0,18
BrandimarteMk4;parallel;ACSV3;104;116,73;135;7,73;30;77,33;223;43,90
BrandimarteMk4;iterative;ASV3;105;115,00;126;5,03;147;213,13;543;92,49
BrandimarteMk4;parallel;ASV3;105;115,30;125;5,09;50;99,47;256;65,15
BrandimarteMk4;iterative;RBASV3;90;104,30;115;5,03;142;319,93;1168;194,89
BrandimarteMk4;iterative;ACSV3;106;114,00;123;5,04;90;165,37;712;125,48
BrandimarteMk4;parallel;RBASV3;96;103,87;114;4,37;60;158,13;478;102,13
BrandimarteMk4;iterative;MMASV3;100;107,97;118;4,99;137;280,07;792;153,50
BrandimarteMk4;parallel;MMASV3;97;107,83;113;4,11;52;141,57;517;112,03
BrandimarteMk5;parallel;RBASV3;224;236,33;250;6,51;59;179,57;1155;193,37
BrandimarteMk5;iterative;greedy;340;340,00;340;0,00;0;0,03;1;0,18
BrandimarteMk5;iterative;ACSV3;235;267,50;292;11,96;99;143,43;394;77,85
BrandimarteMk5;iterative;ASV3;230;244,27;255;6,13;174;293,17;939;152,37
BrandimarteMk5;iterative;RBASV3;222;237,50;255;7,30;225;408,50;1471;236,34
BrandimarteMk5;parallel;MMASV3;236;249,03;262;7,40;54;152,47;515;110,56
BrandimarteMk5;parallel;ASV3;233;246,83;260;6,36;65;162,10;465;116,93
BrandimarteMk5;parallel;EASV3;220;238,63;266;10,16;67;172,23;489;118,53
BrandimarteMk5;iterative;MMASV3;236;249,20;268;6,91;164;329,57;1302;209,16
BrandimarteMk5;parallel;ACSV3;250;275,70;295;9,42;32;77,13;112;21,00
BrandimarteMk5;iterative;EASV3;224;236,97;250;6,01;174;390,73;745;156,84
BrandimarteMk6;parallel;MMASV3;127;137,30;152;5,39;59;154,70;1072;186,34
BrandimarteMk6;iterative;MMASV3;126;137,63;148;5,74;182;383,07;1133;194,77
BrandimarteMk6;iterative;greedy;242;242,00;242;0,00;0;0,27;2;0,52
BrandimarteMk6;iterative;RBASV3;112;123,07;131;4,58;246;449,63;1102;172,02
BrandimarteMk6;parallel;ASV3;120;126,07;131;3,00;79;151,83;405;86,27
BrandimarteMk6;parallel;RBASV3;116;123,57;131;3,74;76;177,20;689;124,51
BrandimarteMk6;iterative;ACSV3;124;142,83;153;5,66;186;267,63;823;115,93
BrandimarteMk6;parallel;EASV3;113;124,00;133;4,71;73;165,93;765;139,82
BrandimarteMk6;parallel;ACSV3;129;149,80;159;6,36;53;112,43;303;67,41
BrandimarteMk6;iterative;ASV3;120;126,77;132;2,94;218;350,47;1094;156,30
BrandimarteMk6;iterative;EASV3;120;125,17;133;3,41;250;365,10;901;124,15
BrandimarteMk7;iterative;ASV3;202;220,17;232;6,17;340;539,70;1124;210,19
BrandimarteMk7;iterative;ACSV3;223;240,10;260;8,52;142;249,87;764;130,69
BrandimarteMk7;iterative;EASV3;199;211,07;233;7,42;371;650,30;1451;243,00
BrandimarteMk7;iterative;greedy;303;303,00;303;0,00;0;0,43;1;0,50
BrandimarteMk7;iterative;RBASV3;190;204,73;220;7,49;388;686,30;1155;208,32
BrandimarteMk7;parallel;ASV3;193;217,90;234;8,74;118;203,23;563;109,13
BrandimarteMk7;iterative;MMASV3;212;231,87;248;8,32;296;546,87;1285;227,20
BrandimarteMk7;parallel;RBASV3;189;206,90;224;7,06;100;247,67;881;144,09
BrandimarteMk7;parallel;MMASV3;216;230,47;248;8,10;92;241,20;812;160,66
BrandimarteMk7;parallel;ACSV3;227;244,37;260;8,85;41;101,23;202;53,52
BrandimarteMk7;parallel;EASV3;192;211,60;229;9,21;113;235,77;809;153,96
BrandimarteMk8;iterative;RBASV3;604;640,10;679;17,35;647;1127,37;1821;406,51
