Instance;Approach;Solver;Makespan (min);Makespan (avg);Makespan (max);Makespan (std);CPU TIME(ms) (min);CPU TIME(ms) (avg);CPU TIME(ms) (max);CPU TIME(ms) (std)
Fattahi5;parallel;RBASV1;72;107,10;141;22,06;9;18,93;50;9,07
Fattahi5;parallel;MMASV1;72;105,93;143;23,94;3;8,97;32;5,39
Fattahi5;parallel;EASV1;72;104,50;141;18,54;12;25,33;66;12,26
Fattahi5;iterative;greedy;119;119,00;119;0,00;0;0,00;0;0,00
Fattahi5;iterative;ASV1;72;111,40;128;9,86;8;20,00;46;9,51
Fattahi5;parallel;ASV1;98;116,73;141;12,77;9;19,33;34;6,77
Fattahi6;iterative;ACSV1;320;329,00;357;11,64;9;20,00;42;6,86
Fattahi6;parallel;EASV1;320;343,97;367;16,83;12;26,30;56;10,86
Fattahi6;iterative;MMASV1;320;344,17;357;16,15;3;6,47;23;3,61
Fattahi6;iterative;greedy;560;560,00;560;0,00;0;0,00;0;0,00
Fattahi6;parallel;MMASV1;320;345,70;377;17,82;4;7,00;27;4,34
Fattahi6;iterative;ASV1;327;343,67;377;16,26;13;22,73;46;8,30
Fattahi6;parallel;ACSV1;320;329,70;357;11,27;5;10,30;32;5,12
Fattahi6;iterative;RBASV1;320;338,30;367;16,16;9;17,97;37;6,66
Fattahi6;parallel;ASV1;327;339,67;367;15,96;11;21,77;38;7,45
Fattahi6;parallel;RBASV1;320;351,43;397;16,75;9;18,73;44;8,51
Fattahi6;iterative;EASV1;320;347,20;397;18,86;13;27,73;57;10,25
Fattahi7;iterative;RBASV1;232;355,87;462;63,14;8;21,63;45;9,67
Fattahi7;iterative;EASV1;242;395,40;472;62,50;11;26,47;61;13,37
Fattahi7;iterative;ACSV1;232;311,17;462;77,25;9;22,37;41;9,50
Fattahi7;parallel;MMASV1;242;387,23;451;47,24;4;7,97;30;4,80
Fattahi7;iterative;MMASV1;232;383,30;462;56,32;3;6,70;23;3,78
Fattahi7;iterative;greedy;470;470,00;470;0,00;0;0,00;0;0,00
Fattahi7;parallel;ASV1;232;428,07;587;77,92;10;17,10;35;6,85
Fattahi7;parallel;RBASV1;232;366,57;482;67,15;10;24,97;49;10,20
Fattahi7;iterative;ASV1;242;448,87;587;69,08;9;16,27;30;6,13
Fattahi7;parallel;EASV1;232;421,20;482;71,54;13;24,67;41;8,58
Fattahi7;parallel;ACSV1;232;316,83;407;73,21;4;11,87;40;6,53
Fattahi8;iterative;greedy;487;487,00;487;0,00;0;0,00;0;0,00
Fattahi8;parallel;EASV1;222;253,40;283;18,04;15;37,40;70;13,94
Fattahi8;parallel;ACSV1;232;257,60;283;16,60;5;10,83;30;5,17
Fattahi8;iterative;MMASV1;222;262,50;285;17,79;4;8,90;26;5,16
Fattahi8;parallel;ASV1;232;260,50;311;20,49;13;31,13;66;13,62
Fattahi8;iterative;ACSV1;233;254,90;283;18,71;10;23,07;45;8,31
Fattahi8;iterative;EASV1;232;256,80;283;18,63;13;35,43;80;13,25
Fattahi8;iterative;RBASV1;232;260,73;287;18,69;10;22,73;66;11,99
Fattahi8;iterative;ASV1;243;263,07;308;18,92;13;25,00;46;10,83
Fattahi8;parallel;RBASV1;233;262,70;287;17,74;10;22,57;57;10,07
Fattahi8;parallel;MMASV1;232;260,77;287;15,98;5;11,57;29;5,27
Fattahi9;iterative;RBASV1;220;245,03;267;14,28;11;29,97;56;11,54
Fattahi9;parallel;RBASV1;220;245,40;290;17,31;13;30,60;62;10,80
Fattahi9;iterative;ACSV1;220;234,10;267;13,89;11;29,43;61;12,96
Fattahi9;parallel;ACSV1;220;232,87;257;12,79;6;11,73;35;5,63
Fattahi9;iterative;greedy;277;277,00;277;0,00;0;0,00;0;0,00
Fattahi9;iterative;MMASV1;220;238,60;267;11,09;4;8,40;23;4,39
Fattahi9;parallel;ASV1;220;248,10;277;15,54;14;36,13;71;14,29
Fattahi9;iterative;ASV1;220;246,33;297;16,88;15;33,67;91;15,75
Fattahi9;parallel;MMASV1;220;237,70;257;12,67;4;11,63;30;5,73
Fattahi9;iterative;EASV1;220;237,87;267;13,89;16;42,80;94;19,08
Fattahi9;parallel;EASV1;220;240,27;277;14,46;21;52,60;93;20,96
