Makespan,Ellapsed(ms)
685,178
542,424
552,453
584,184
622,104
617,151
636,139
567,240
582,151
572,219
655,130
718,120
685,151
619,222
666,80
617,163
522,115
567,180
547,210
666,122
637,112
617,154
668,76
645,123
626,180
522,238
587,115
563,149
626,124
632,91
