Makespan,Ellapsed(ms)
728,153
690,119
634,305
737,230
784,109
805,81
753,113
751,117
720,87
757,138
812,68
768,87
737,87
640,154
729,92
767,80
814,60
756,67
623,171
707,103
698,65
665,57
720,107
749,56
760,64
781,89
789,58
697,124
715,68
752,47
