Makespan,Ellapsed(ms)
645,1093
659,707
648,493
665,333
660,312
632,347
642,539
657,596
658,570
634,524
656,427
658,619
656,604
652,546
668,383
652,406
630,452
658,417
648,297
638,498
663,297
645,468
641,701
650,302
653,411
649,406
640,303
652,408
635,443
655,491
