Makespan,Ellapsed(ms)
1415,205
1416,193
1537,74
1517,146
1414,88
1441,119
1425,242
1514,92
1470,115
1520,99
1478,149
1405,146
1454,92
1497,82
1506,72
1464,104
1470,59
1493,79
1519,75
1367,99
1412,64
1464,51
1486,33
1506,80
1381,101
1495,35
1410,49
1396,58
1425,32
1555,26
