Instance;Approach;Solver;Makespan (min);Makespan (avg);Makespan (max);Makespan (std);CPU TIME(ms) (min);CPU TIME(ms) (avg);CPU TIME(ms) (max);CPU TIME(ms) (std)
1RibeiroSuzarte1;parallel;MMASV3;4579520;4580552,67;4586116;1798,84;19633;32923,40;57535;11145,35
1RibeiroSuzarte1;parallel;ACSV3;4580038;4597724,87;4631305;11574,19;1898;3234,17;5426;998,83
1RibeiroSuzarte1;parallel;EASV3;4579520;4583018,30;4596911;4361,38;24142;37032,30;67760;13709,53
1RibeiroSuzarte1;parallel;RBASV3;4579520;4583846,00;4606863;5986,62;20784;30971,63;60743;12088,74
1RibeiroSuzarte1;parallel;ASV3;4579520;4584437,63;4602189;6450,06;24014;37618,40;74269;13384,64
