Makespan,Ellapsed(ms)
978,6746
950,7791
945,8565
993,6991
985,4342
933,8754
980,8774
972,8930
944,4664
957,8980
1008,4468
926,9080
965,8981
993,6165
945,6089
984,6872
988,8773
987,4441
980,5140
999,5642
994,7649
999,8672
993,5294
992,6176
982,6516
958,6028
943,6116
983,8821
987,6843
993,4424
