Makespan,Ellapsed(ms)
1400,974
1437,497
1344,415
1342,411
1358,410
1258,411
1468,438
1471,437
1359,412
1353,412
1413,415
1428,415
1372,409
1346,408
1392,442
1336,408
1368,409
1320,408
1319,407
1387,415
1383,407
1316,409
1245,406
1301,406
1410,408
1337,477
1311,403
1376,436
1383,405
1293,406
