Makespan,Ellapsed(ms)
2155,1068
2103,472
2219,204
2222,264
2222,212
2138,236
2218,605
2153,501
2257,220
2211,240
2199,152
2162,180
2283,330
2197,273
2215,345
2221,283
2278,177
2280,301
2188,377
2284,170
2252,246
2192,205
2308,157
2244,220
2265,370
2111,293
2219,218
2256,382
2162,273
2268,204
