Makespan,Ellapsed(ms)
1506,106
1619,63
1752,104
1544,112
1777,118
1759,83
1708,92
1725,76
1709,106
1616,80
1614,74
1708,76
1757,73
1675,74
1739,86
1626,88
1728,73
1822,74
1720,73
1595,73
1777,86
1583,72
1777,66
1743,63
1666,45
1710,43
1715,43
1707,49
1454,42
1846,43
