Makespan,Ellapsed(ms)
145,12431
140,12120
137,21931
151,10442
144,8054
145,11207
150,8750
144,8273
148,16986
132,6991
136,8669
151,6450
145,10278
144,9067
148,11184
146,5578
150,9465
141,13280
140,9507
143,9479
136,5575
147,7295
138,11590
143,13390
142,7296
140,21443
138,5589
147,8550
138,6885
145,8206
