Makespan,Ellapsed(ms)
1301,564
1432,316
1363,180
1304,162
1272,185
1388,140
1334,101
1206,107
1280,106
1374,92
1259,84
1397,88
1309,104
1339,93
1259,174
1276,85
1273,142
1393,100
1332,104
1309,90
1359,85
1400,98
1400,100
1308,126
1336,130
1246,142
1316,106
1322,104
1360,99
1390,160
