Makespan,Ellapsed(ms)
1546,671
1518,494
1510,525
1618,227
1571,368
1579,189
1573,189
1495,188
1543,208
1577,99
1543,93
1566,260
1583,141
1472,111
1538,91
1575,108
1456,98
1530,173
1554,145
1494,121
1666,86
1552,161
1559,178
1593,94
1556,96
1560,150
1448,305
1590,168
1556,185
1560,157
