Makespan,Ellapsed(ms)
469,3577
457,4877
434,5927
400,8977
387,9352
424,8230
405,9419
416,9316
412,9333
404,7454
433,6073
409,9437
456,4187
436,6824
412,6576
399,7332
436,4913
415,9298
427,5670
417,8538
415,9350
404,9472
393,8599
411,9380
418,9377
408,9327
408,9297
403,9271
421,8110
411,7556
