Makespan,Ellapsed(ms)
865,99
891,106
857,67
889,176
881,126
898,161
886,194
907,36
887,73
960,37
863,41
897,38
892,43
900,45
907,39
925,46
851,22
865,49
943,21
973,24
1027,22
863,53
915,44
944,22
851,35
913,74
907,37
899,32
795,50
953,34
