Makespan,Ellapsed(ms)
853,1061
782,802
772,1137
812,675
830,673
812,1027
798,621
788,471
802,819
848,363
816,394
786,683
844,652
814,462
813,628
797,832
838,425
818,546
781,780
807,678
777,720
821,688
792,760
814,920
830,743
829,483
874,617
772,947
813,1056
852,527
