Makespan,Ellapsed(ms)
143,3807
143,2861
140,6504
145,2546
137,2426
147,5057
154,1881
124,4426
142,2710
139,3157
137,1861
136,3564
138,3003
141,4983
150,2842
142,3264
130,1994
143,3701
145,3260
147,5657
128,2281
136,4544
147,3256
150,3171
148,3278
142,3423
148,4252
143,3709
145,2706
139,3840
