Makespan,Ellapsed(ms)
2263,991
2184,862
2224,953
2249,473
2189,577
2052,678
2296,392
2337,414
2200,955
2326,458
2332,349
2282,620
2290,413
2089,558
2117,923
2306,469
2254,531
2103,745
2275,299
2293,355
2121,659
2078,989
2133,827
2282,297
2264,594
2157,1037
2387,369
2149,419
2248,424
2215,286
